timestamp,open,high,low,close,volume,trading_day,symbol
2026-08-17 07:33:00+05:30,24366.0,24366.0,24366.0,24366.0,,2026-08-17,NIFTY
2026-08-17 07:34:00+05:30,24366.0,24366.0,24366.0,24366.0,,2026-08-17,NIFTY
2026-08-17 14:08:00+05:30,24340.5,24340.5,24340.5,24340.5,,2026-08-17,NIFTY
2026-08-17 14:09:00+05:30,24342.5,24342.5,24341.35,24341.35,,2026-08-17,NIFTY
2026-08-17 14:10:00+05:30,24340.3,24340.3,24340.3,24340.3,,2026-08-17,NIFTY
2026-08-17 14:11:00+05:30,24339.7,24339.7,24335.6,24335.6,,2026-08-17,NIFTY
2026-08-17 14:12:00+05:30,24334.35,24334.35,24334.35,24334.35,,2026-08-17,NIFTY
2026-08-17 14:13:00+05:30,24337.45,24337.45,24332.05,24332.05,,2026-08-17,NIFTY
2026-08-17 14:14:00+05:30,24330.05,24330.05,24330.05,24330.05,,2026-08-17,NIFTY
2026-08-17 14:15:00+05:30,24331.1,24331.1,24329.45,24329.45,,2026-08-17,NIFTY
2026-08-17 14:16:00+05:30,24332.2,24332.2,24332.2,24332.2,,2026-08-17,NIFTY
2026-08-17 14:17:00+05:30,24336.15,24338.15,24336.15,24338.15,,2026-08-17,NIFTY
2026-08-17 14:18:00+05:30,24341.55,24341.55,24341.55,24341.55,,2026-08-17,NIFTY
2026-08-17 14:19:00+05:30,24342.4,24342.4,24338.5,24338.5,,2026-08-17,NIFTY
2026-08-17 14:20:00+05:30,24336.55,24336.55,24336.55,24336.55,,2026-08-17,NIFTY
2026-08-17 14:21:00+05:30,24337.35,24337.35,24332.3,24332.3,,2026-08-17,NIFTY
2026-08-17 14:22:00+05:30,24329.15,24329.15,24329.15,24329.15,,2026-08-17,NIFTY
2026-08-17 14:23:00+05:30,24330.4,24330.4,24323.85,24323.85,,2026-08-17,NIFTY
2026-08-17 14:24:00+05:30,24325.85,24325.85,24325.85,24325.85,,2026-08-17,NIFTY
2026-08-17 14:25:00+05:30,24325.45,24325.45,24323.25,24323.25,,2026-08-17,NIFTY
2026-08-17 14:26:00+05:30,24323.9,24323.9,24323.9,24323.9,,2026-08-17,NIFTY
2026-08-17 14:27:00+05:30,24325.65,24325.65,24324.3,24324.3,,2026-08-17,NIFTY
2026-08-17 14:28:00+05:30,24326.6,24326.6,24326.6,24326.6,,2026-08-17,NIFTY
2026-08-17 14:29:00+05:30,24325.45,24326.2,24325.45,24326.2,,2026-08-17,NIFTY
2026-08-17 14:30:00+05:30,24329.0,24329.0,24328.85,24328.85,,2026-08-17,NIFTY
2026-08-17 14:31:00+05:30,24326.25,24326.25,24326.25,24326.25,,2026-08-17,NIFTY
2026-08-17 14:32:00+05:30,24326.65,24328.7,24326.65,24328.7,,2026-08-17,NIFTY
2026-08-17 14:33:00+05:30,24326.5,24326.5,24326.5,24326.5,,2026-08-17,NIFTY
2026-08-17 14:34:00+05:30,24329.2,24329.2,24327.2,24327.2,,2026-08-17,NIFTY
2026-08-17 14:35:00+05:30,24325.55,24325.55,24325.55,24325.55,,2026-08-17,NIFTY
2026-08-17 14:36:00+05:30,24321.5,24321.5,24317.9,24317.9,,2026-08-17,NIFTY
2026-08-17 14:37:00+05:30,24322.95,24322.95,24322.95,24322.95,,2026-08-17,NIFTY
2026-08-17 14:38:00+05:30,24324.55,24324.55,24319.85,24319.85,,2026-08-17,NIFTY
2026-08-17 14:39:00+05:30,24326.7,24326.7,24326.7,24326.7,,2026-08-17,NIFTY
2026-08-17 14:40:00+05:30,24328.6,24330.8,24328.6,24330.8,,2026-08-17,NIFTY
2026-08-17 14:41:00+05:30,24332.5,24332.5,24332.5,24332.5,,2026-08-17,NIFTY
2026-08-17 14:42:00+05:30,24333.7,24335.9,24333.7,24335.9,,2026-08-17,NIFTY
2026-08-17 14:43:00+05:30,24335.6,24335.6,24335.6,24335.6,,2026-08-17,NIFTY
2026-08-17 14:44:00+05:30,24334.35,24334.35,24333.75,24333.75,,2026-08-17,NIFTY
2026-08-17 14:45:00+05:30,24335.35,24335.35,24335.35,24335.35,,2026-08-17,NIFTY
2026-08-17 14:48:00+05:30,24334.6,24334.6,24334.6,24334.6,,2026-08-17,NIFTY
2026-08-17 14:49:00+05:30,24339.05,24339.05,24338.2,24338.2,,2026-08-17,NIFTY
2026-08-17 14:50:00+05:30,24340.45,24340.45,24340.45,24340.45,,2026-08-17,NIFTY
2026-08-17 14:51:00+05:30,24344.3,24344.3,24341.45,24341.45,,2026-08-17,NIFTY
2026-08-17 14:52:00+05:30,24339.45,24339.45,24339.45,24339.45,,2026-08-17,NIFTY
2026-08-17 14:53:00+05:30,24334.1,24336.2,24334.1,24336.2,,2026-08-17,NIFTY
2026-08-17 14:54:00+05:30,24342.55,24342.55,24342.55,24342.55,,2026-08-17,NIFTY
2026-08-17 14:55:00+05:30,24343.3,24343.3,24341.35,24341.35,,2026-08-17,NIFTY
2026-08-17 14:56:00+05:30,24343.75,24343.75,24343.75,24343.75,,2026-08-17,NIFTY
2026-08-17 14:57:00+05:30,24341.3,24341.3,24338.45,24338.45,,2026-08-17,NIFTY
2026-08-17 14:58:00+05:30,24336.6,24336.6,24336.6,24336.6,,2026-08-17,NIFTY
2026-08-17 14:59:00+05:30,24338.15,24338.15,24338.15,24338.15,,2026-08-17,NIFTY
