timestamp,open,high,low,close,volume,trading_day,symbol
2026-08-17 03:45:00+00:00,24350.95,24357.6,24295.85,24307.95,37375.0,2026-08-17,NIFTY
2026-08-17 03:46:00+00:00,24305.9,24305.9,24294.85,24295.3,18460.0,2026-08-17,NIFTY
2026-08-17 03:47:00+00:00,24295.1,24301.2,24292.6,24293.2,26325.0,2026-08-17,NIFTY
2026-08-17 03:48:00+00:00,24293.0,24297.95,24283.05,24295.2,161200.0,2026-08-17,NIFTY
2026-08-17 03:49:00+00:00,24295.6,24307.3,24291.8,24306.05,11570.0,2026-08-17,NIFTY
2026-08-17 03:50:00+00:00,24305.25,24306.7,24294.45,24305.95,17940.0,2026-08-17,NIFTY
2026-08-17 03:51:00+00:00,24305.7,24310.2,24301.95,24303.45,9685.0,2026-08-17,NIFTY
2026-08-17 03:52:00+00:00,24302.45,24303.3,24294.45,24299.05,14625.0,2026-08-17,NIFTY
2026-08-17 03:53:00+00:00,24298.0,24307.2,24293.25,24306.1,14625.0,2026-08-17,NIFTY
2026-08-17 03:54:00+00:00,24306.25,24310.0,24298.75,24303.1,12805.0,2026-08-17,NIFTY
2026-08-17 03:55:00+00:00,24302.85,24307.45,24296.65,24306.65,18980.0,2026-08-17,NIFTY
2026-08-17 03:56:00+00:00,24306.75,24311.95,24306.15,24311.75,5395.0,2026-08-17,NIFTY
2026-08-17 03:57:00+00:00,24311.8,24312.4,24299.05,24299.3,7735.0,2026-08-17,NIFTY
2026-08-17 03:58:00+00:00,24300.2,24305.45,24298.6,24301.35,8580.0,2026-08-17,NIFTY
2026-08-17 03:59:00+00:00,24300.65,24310.15,24300.65,24306.05,8840.0,2026-08-17,NIFTY
2026-08-17 04:00:00+00:00,24306.5,24307.75,24294.85,24295.85,15665.0,2026-08-17,NIFTY
2026-08-17 04:01:00+00:00,24294.95,24300.15,24291.95,24294.3,4875.0,2026-08-17,NIFTY
2026-08-17 04:02:00+00:00,24293.7,24295.5,24286.35,24286.35,13650.0,2026-08-17,NIFTY
2026-08-17 04:03:00+00:00,24286.6,24288.45,24281.45,24283.75,25415.0,2026-08-17,NIFTY
2026-08-17 04:04:00+00:00,24283.7,24288.05,24283.0,24287.1,6110.0,2026-08-17,NIFTY
2026-08-17 04:05:00+00:00,24286.5,24294.3,24286.5,24290.25,4030.0,2026-08-17,NIFTY
2026-08-17 04:06:00+00:00,24291.35,24296.6,24289.15,24293.9,2990.0,2026-08-17,NIFTY
2026-08-17 04:07:00+00:00,24293.65,24299.6,24290.2,24299.1,5850.0,2026-08-17,NIFTY
2026-08-17 04:08:00+00:00,24298.3,24302.9,24297.55,24300.15,15275.0,2026-08-17,NIFTY
2026-08-17 04:09:00+00:00,24299.25,24300.65,24291.05,24293.15,8645.0,2026-08-17,NIFTY
2026-08-17 04:10:00+00:00,24294.0,24300.4,24293.2,24299.05,2925.0,2026-08-17,NIFTY
2026-08-17 04:11:00+00:00,24299.1,24308.1,24299.1,24308.0,4550.0,2026-08-17,NIFTY
2026-08-17 04:12:00+00:00,24307.6,24312.45,24301.8,24301.8,19110.0,2026-08-17,NIFTY
2026-08-17 04:13:00+00:00,24302.15,24308.25,24300.8,24302.7,11830.0,2026-08-17,NIFTY
2026-08-17 04:14:00+00:00,24304.05,24305.35,24300.8,24301.35,4030.0,2026-08-17,NIFTY
2026-08-17 04:15:00+00:00,24301.8,24304.45,24298.95,24302.4,6500.0,2026-08-17,NIFTY
2026-08-17 04:16:00+00:00,24302.05,24304.65,24297.9,24300.25,1755.0,2026-08-17,NIFTY
2026-08-17 04:17:00+00:00,24300.15,24301.25,24296.05,24297.4,2925.0,2026-08-17,NIFTY
2026-08-17 04:18:00+00:00,24297.75,24302.95,24296.5,24302.15,2340.0,2026-08-17,NIFTY
2026-08-17 04:19:00+00:00,24302.0,24307.0,24301.05,24305.15,1885.0,2026-08-17,NIFTY
2026-08-17 04:20:00+00:00,24305.05,24309.25,24303.15,24306.6,3835.0,2026-08-17,NIFTY
2026-08-17 04:21:00+00:00,24306.75,24309.1,24302.95,24306.3,2405.0,2026-08-17,NIFTY
2026-08-17 04:22:00+00:00,24306.65,24308.95,24303.5,24304.55,4615.0,2026-08-17,NIFTY
2026-08-17 04:23:00+00:00,24304.7,24305.8,24299.85,24302.4,4160.0,2026-08-17,NIFTY
2026-08-17 04:24:00+00:00,24302.0,24302.6,24295.45,24300.15,3770.0,2026-08-17,NIFTY
2026-08-17 04:25:00+00:00,24300.35,24301.7,24297.75,24299.55,5135.0,2026-08-17,NIFTY
2026-08-17 04:26:00+00:00,24299.4,24300.85,24291.95,24292.2,5070.0,2026-08-17,NIFTY
2026-08-17 04:27:00+00:00,24293.4,24295.45,24291.8,24293.5,1625.0,2026-08-17,NIFTY
